,Start Time,End Time,Trip Duration,Start Station,End Station,User Type,Gender,Birth Year
223399,20-02-2017 11:49,20-02-2017 12:02,792,Dayton St & North Ave,Ashland Ave & Chicago Ave,Subscriber,Male,1984
1127343,05-06-2017 17:11,05-06-2017 17:26,918,Stetson Ave & South Water St,Peoria St & Jackson Blvd,Subscriber,Female,1994
1084900,03-06-2017 11:24,03-06-2017 11:36,737,Lake Shore Dr & Wellington Ave,Pine Grove Ave & Waveland Ave,Subscriber,Female,1971
1367868,20-06-2017 09:17,20-06-2017 09:31,807,Clark St & Congress Pkwy,State St & Randolph St,Subscriber,Female,1989
177054,15-02-2017 09:09,15-02-2017 09:18,511,Wabash Ave & Wacker Pl,Franklin St & Quincy St,Subscriber,Male,1982
566700,16-04-2017 19:22,16-04-2017 19:56,2065,Lake Shore Dr & Monroe St,Field Museum,Customer,,
1432352,23-06-2017 21:11,23-06-2017 21:32,1235,Michigan Ave & Lake St,Lake Shore Dr & Monroe St,Customer,,
534236,14-04-2017 13:42,14-04-2017 14:01,1136,Lincoln Ave & Fullerton Ave,Clark St & Armitage Ave,Customer,,
1272594,14-06-2017 06:39,14-06-2017 06:51,708,Indiana Ave & Roosevelt Rd,Columbus Dr & Randolph St,Subscriber,Male,1979
888358,18-05-2017 16:54,18-05-2017 17:09,910,Wood St & Taylor St,Clinton St & Madison St,Subscriber,Male,1969
174087,14-02-2017 17:45,14-02-2017 17:54,562,Green St & Madison St,Racine Ave & Congress Pkwy,Subscriber,Male,1974
60145,20-01-2017 16:31,20-01-2017 16:36,299,Clark St & Randolph St,Clinton St & Jackson Blvd,Subscriber,Male,1962
1278831,14-06-2017 14:24,14-06-2017 14:31,410,Lincoln Ave & Roscoe St,Damen Ave & Wellington Ave,Subscriber,Male,1987
93628,26-01-2017 19:21,26-01-2017 19:24,167,Clinton St & Madison St,Clinton St & Lake St,Subscriber,Male,1979
217057,19-02-2017 15:24,19-02-2017 15:59,2074,Lake Shore Dr & Monroe St,Theater on the Lake,Customer,,
223660,20-02-2017 12:11,20-02-2017 12:15,249,Morgan St & Polk St,Loomis St & Lexington St,Subscriber,Male,1983
915306,22-05-2017 04:16,22-05-2017 04:28,710,Loomis St & Jackson Blvd,Wabash Ave & 8th St,Subscriber,Male,1961
1418718,23-06-2017 09:11,23-06-2017 09:19,468,Canal St & Madison St,Michigan Ave & Washington St,Subscriber,Male,1972
155678,11-02-2017 09:20,11-02-2017 09:30,614,Clark St & Lincoln Ave,Wells St & Huron St,Subscriber,Female,1990
1441896,24-06-2017 14:03,24-06-2017 14:06,212,Ashland Ave & Augusta Blvd,Wood St & Division St,Subscriber,Male,1984
1528003,29-06-2017 15:37,29-06-2017 15:41,258,Clinton St & Madison St,Canal St & Harrison St,Subscriber,Male,1952
889395,18-05-2017 17:24,18-05-2017 17:35,658,Franklin St & Monroe St,900 W Harrison St,Subscriber,Male,1989
1292381,15-06-2017 16:32,15-06-2017 17:08,2154,Streeter Dr & Grand Ave,Field Museum,Customer,,
959513,26-05-2017 07:01,26-05-2017 07:11,550,Lincoln Ave & Belle Plaine Ave,Pine Grove Ave & Irving Park Rd,Subscriber,Male,1985
607911,20-04-2017 17:01,20-04-2017 17:07,360,Green St & Randolph St,Canal St & Monroe St (*),Subscriber,Male,1967
249295,23-02-2017 06:06,23-02-2017 06:12,334,Orleans St & Merchandise Mart Plaza,Franklin St & Quincy St,Subscriber,Male,1990
601897,20-04-2017 07:48,20-04-2017 07:52,198,Clark St & Montrose Ave,Ravenswood Ave & Montrose Ave (*),Subscriber,Male,1987
171842,14-02-2017 14:02,14-02-2017 14:04,112,Canal St & Harrison St,Canal St & Taylor St,Subscriber,Male,1991
1375607,20-06-2017 17:44,20-06-2017 18:19,2143,Michigan Ave & Jackson Blvd,Lake Shore Dr & Diversey Pkwy,Subscriber,Female,1980
661566,25-04-2017 15:59,25-04-2017 16:40,2443,Lake Shore Dr & Monroe St,Field Museum,Customer,,
1505933,27-06-2017 22:15,27-06-2017 22:24,486,Halsted St & Blackhawk St (*),Franklin St & Chicago Ave,Subscriber,Male,1991
1126817,05-06-2017 16:56,05-06-2017 17:06,590,Fairbanks Ct & Grand Ave,Clinton St & Washington Blvd,Subscriber,Male,1972
1409390,22-06-2017 16:50,22-06-2017 16:56,380,Desplaines St & Kinzie St,State St & Kinzie St,Subscriber,Male,1980
393827,24-03-2017 13:08,24-03-2017 13:53,2696,Lake Shore Dr & Ohio St,Lake Shore Dr & Ohio St,Customer,,
608987,20-04-2017 17:36,20-04-2017 17:53,1018,Wells St & Evergreen Ave,Lakeview Ave & Fullerton Pkwy,Subscriber,Female,1992
506016,11-04-2017 07:10,11-04-2017 07:26,960,Clinton St & Jackson Blvd,Hermitage Ave & Polk St,Subscriber,Male,1951
869445,17-05-2017 10:42,17-05-2017 10:48,312,Rush St & Superior St,Clark St & Elm St,Subscriber,Female,1985
1405813,22-06-2017 12:45,22-06-2017 13:00,930,Lakeview Ave & Fullerton Pkwy,Theater on the Lake,Customer,,
1169717,08-06-2017 08:46,08-06-2017 08:51,304,Loomis St & Lexington St,Wolcott Ave & Polk St,Subscriber,Female,1991
356164,17-03-2017 19:24,17-03-2017 19:42,1050,St. Clair St & Erie St,Larrabee St & Armitage Ave,Subscriber,Male,1989
1174149,08-06-2017 14:36,08-06-2017 16:08,5519,Halsted St & Dickens Ave,Michigan Ave & Lake St,Customer,,
158204,11-02-2017 16:23,11-02-2017 16:25,82,Chicago Ave & Washington St,Chicago Ave & Washington St,Subscriber,Male,1966
122316,03-02-2017 08:11,03-02-2017 08:16,269,Southport Ave & Clybourn Ave,Clifton Ave & Armitage Ave,Subscriber,Male,1970
797376,12-05-2017 09:23,12-05-2017 09:25,115,Racine Ave & Belmont Ave,Wilton Ave & Belmont Ave,Subscriber,Male,1988
1056990,01-06-2017 17:23,01-06-2017 17:36,758,Canal St & Taylor St,Michigan Ave & 18th St,Subscriber,Male,1983
807632,12-05-2017 23:43,12-05-2017 23:59,957,Racine Ave & Randolph St,Halsted St & Willow St,Subscriber,Male,1989
1262335,13-06-2017 14:00,13-06-2017 14:04,237,Broadway & Barry Ave,Wilton Ave & Belmont Ave,Subscriber,Male,1988
1225924,11-06-2017 11:41,11-06-2017 11:44,180,Mies van der Rohe Way & Chestnut St,Mies van der Rohe Way & Chestnut St,Customer,,
620086,21-04-2017 18:33,21-04-2017 18:43,606,Leavitt St & Armitage Ave,California Ave & Division St,Subscriber,Male,1989
1247883,12-06-2017 16:28,12-06-2017 16:46,1075,Dusable Harbor,Desplaines St & Randolph St,Subscriber,Female,1967
1094683,03-06-2017 17:33,03-06-2017 17:52,1161,Burnham Harbor,Dusable Harbor,Customer,,
974670,27-05-2017 14:10,27-05-2017 14:32,1317,Dearborn St & Erie St,Southport Ave & Clybourn Ave,Customer,,
626099,22-04-2017 15:03,22-04-2017 16:31,5265,Millennium Park,Indiana Ave & Roosevelt Rd,Customer,,
979489,27-05-2017 17:05,27-05-2017 17:16,685,Morgan St & Lake St,Larrabee St & Kingsbury St,Subscriber,Female,1982
190219,17-02-2017 14:05,17-02-2017 14:07,130,Damen Ave & Chicago Ave,Damen Ave & Augusta Blvd,Subscriber,Male,1975
149151,09-02-2017 17:11,09-02-2017 17:18,424,Wabash Ave & Wacker Pl,Canal St & Adams St,Subscriber,Male,1982
911495,21-05-2017 15:13,21-05-2017 15:22,530,Michigan Ave & Pearson St,Fairbanks Ct & Grand Ave,Customer,,
1496835,27-06-2017 15:57,27-06-2017 16:18,1272,State St & Kinzie St,Theater on the Lake,Subscriber,Male,1978
1230419,11-06-2017 14:46,11-06-2017 15:09,1334,Rockwell St & Eastwood Ave,Broadway & Wilson Ave,Subscriber,Male,1986
1210171,10-06-2017 13:29,10-06-2017 14:01,1917,Morgan St & Polk St,Millennium Park,Customer,,
166123,13-02-2017 16:26,13-02-2017 16:36,619,Mies van der Rohe Way & Chicago Ave,Daley Center Plaza,Subscriber,Female,1976
1459802,25-06-2017 13:29,25-06-2017 13:46,1007,LaSalle St & Illinois St,Michigan Ave & Washington St,Customer,,
1547987,30-06-2017 18:09,30-06-2017 18:16,406,Morgan St & Polk St,Aberdeen St & Jackson Blvd,Subscriber,Female,1997
821496,13-05-2017 20:13,13-05-2017 20:29,930,Damen Ave & Augusta Blvd,Humboldt Blvd & Armitage Ave,Subscriber,Female,1989
678258,26-04-2017 18:07,26-04-2017 18:23,960,Clinton St & Madison St,Clark St & Schiller St,Subscriber,Female,1982
27831,11-01-2017 08:41,11-01-2017 08:52,635,Michigan Ave & Washington St,Franklin St & Chicago Ave,Subscriber,Male,1963
453857,04-04-2017 16:35,04-04-2017 16:47,715,Dearborn St & Monroe St,Columbus Dr & Randolph St,Subscriber,Male,1987
1365441,20-06-2017 07:42,20-06-2017 07:55,795,Morgan St & Polk St,Franklin St & Monroe St,Subscriber,Male,1989
520385,12-04-2017 16:55,12-04-2017 17:12,980,Franklin St & Monroe St,Fairbanks Ct & Grand Ave,Subscriber,Female,1986
83207,24-01-2017 17:58,24-01-2017 18:00,145,Wilton Ave & Belmont Ave,Broadway & Belmont Ave,Subscriber,Female,1990
443216,02-04-2017 15:55,02-04-2017 16:06,714,Clark St & Elm St,Larrabee St & Webster Ave,Subscriber,Male,1990
773083,09-05-2017 18:17,09-05-2017 18:38,1274,Michigan Ave & Oak St,Lake Shore Dr & Belmont Ave,Customer,,
1283417,15-06-2017 05:45,15-06-2017 05:57,750,Michigan Ave & Washington St,Larrabee St & Kingsbury St,Subscriber,Male,1981
1418045,23-06-2017 08:31,23-06-2017 08:35,247,Michigan Ave & Jackson Blvd,Michigan Ave & Madison St,Subscriber,Male,1967
1135253,06-06-2017 08:08,06-06-2017 08:21,769,McClurg Ct & Erie St,Franklin St & Monroe St,Subscriber,Male,1988
2337,02-01-2017 11:28,02-01-2017 11:46,1076,Desplaines St & Kinzie St,Desplaines St & Kinzie St,Subscriber,Male,1985
331491,10-03-2017 13:19,10-03-2017 13:46,1589,Clinton St & Madison St,Clark St & 9th St (AMLI),Subscriber,Male,1982
1003948,29-05-2017 13:01,29-05-2017 13:12,603,Wabash Ave & Wacker Pl,Streeter Dr & Grand Ave,Customer,,
