,Start Time,End Time,Trip Duration,Start Station,End Station,User Type,Gender,Birth Year
2267204,01-04-2017 20:14,01-04-2017 20:24,649,Central Park West & W 68 St,Amsterdam Ave & W 82 St,Subscriber,Male,1950
1203329,20-02-2017 13:44,20-02-2017 14:01,1004,11 Ave & W 59 St,W 34 St & 11 Ave,Customer,,
1940925,21-03-2017 09:32,21-03-2017 09:41,544,E 23 St & 1 Ave,E 33 St & 5 Ave,Subscriber,Male,1989
3994748,09-05-2017 18:21,09-05-2017 18:31,577,Vernon Blvd & 50 Ave,Norman Ave & Leonard St - 2,Subscriber,Male,1969
6045473,17-06-2017 20:22,17-06-2017 20:25,177,University Pl & E 8 St,Sullivan St & Washington Sq,Subscriber,Male,1995
1030616,14-02-2017 20:39,14-02-2017 21:04,1455,9 Ave & W 45 St,W 107 St & Columbus Ave,Subscriber,Male,1992
5882643,14-06-2017 19:25,14-06-2017 19:41,988,E 81 St & York Ave,Amsterdam Ave & W 73 St,Subscriber,Male,1981
3095107,20-04-2017 16:36,20-04-2017 16:47,669,E 65 St & 2 Ave,Central Park West & W 76 St,Subscriber,Male,1988
5836197,14-06-2017 07:05,14-06-2017 07:11,340,Broadway & W 51 St,E 51 St & Lexington Ave,Subscriber,Male,1968
5847078,14-06-2017 10:27,14-06-2017 10:40,807,Broadway & W 32 St,E 33 St & 2 Ave,Subscriber,Male,1987
510876,23-01-2017 16:41,23-01-2017 16:48,372,University Pl & E 14 St,Washington Pl & Broadway,Subscriber,Female,1988
1432757,26-02-2017 16:27,26-02-2017 16:33,338,MacDougal St & Washington Sq,W 18 St & 6 Ave,Subscriber,Male,1965
6788542,30-06-2017 15:06,30-06-2017 15:31,1534,W 49 St & 8 Ave,E 10 St & Avenue A,Subscriber,Male,1993
6027395,17-06-2017 12:00,17-06-2017 12:06,332,W 20 St & 11 Ave,9 Ave & W 28 St,Subscriber,Male,1990
3327599,26-04-2017 16:52,26-04-2017 17:09,1001,W 17 St & 8 Ave,Pershing Square North,Subscriber,Male,1960
4648323,22-05-2017 09:42,22-05-2017 09:51,529,Duane St & Greenwich St,Forsyth St & Canal St,Subscriber,Female,1990
4793031,25-05-2017 17:13,25-05-2017 17:28,909,Greenwich St & W Houston St,W 38 St & 8 Ave,Subscriber,Male,1973
1603846,03-03-2017 09:38,03-03-2017 09:39,103,Front St & Washington St,Cadman Plaza E & Red Cross Pl,Subscriber,Male,1976
6355219,23-06-2017 11:20,23-06-2017 11:34,827,45 Rd & 11 St,Center Blvd & Borden Ave,Customer,Male,1995
4089351,11-05-2017 12:46,11-05-2017 13:00,894,E 6 St & Avenue D,Forsyth St & Broome St,Subscriber,Male,1967
4155251,12-05-2017 15:35,12-05-2017 16:19,2635,Brooklyn Bridge Park - Pier 2,E 17 St & Broadway,Customer,,
1799886,09-03-2017 18:40,09-03-2017 19:12,1913,Water - Whitehall Plaza,Hanson Pl & Ashland Pl,Subscriber,Male,1987
1898321,19-03-2017 14:47,19-03-2017 14:57,599,Central Park S & 6 Ave,W 70 St & Amsterdam Ave,Subscriber,Male,1985
2579023,10-04-2017 11:18,10-04-2017 11:23,285,W 43 St & 6 Ave,9 Ave & W 45 St,Subscriber,Male,1992
797851,03-02-2017 06:55,03-02-2017 07:01,402,5 Ave & 3 St,Dean St & 4 Ave,Subscriber,Male,1972
1745464,08-03-2017 16:49,08-03-2017 17:04,898,E 55 St & Lexington Ave,E 39 St & 2 Ave,Subscriber,Male,1981
799092,03-02-2017 07:41,03-02-2017 08:07,1572,W 11 St & 6 Ave,1 Ave & E 68 St,Subscriber,Female,1978
3932991,08-05-2017 17:26,08-05-2017 17:32,415,W 17 St & 8 Ave,W 27 St & 7 Ave,Subscriber,Female,1986
4611157,21-05-2017 14:56,21-05-2017 15:06,594,Lafayette St & E 8 St,E 17 St & Broadway,Customer,,
2929750,17-04-2017 09:10,17-04-2017 09:14,270,9 Ave & W 18 St,E 16 St & 5 Ave,Subscriber,Male,1988
5126608,01-06-2017 17:18,01-06-2017 17:25,442,W 44 St & 5 Ave,W 38 St & 8 Ave,Subscriber,Male,1975
5553365,09-06-2017 09:15,09-06-2017 09:23,493,E 102 St & 1 Ave,E 81 St & York Ave,Subscriber,Male,1992
3962988,09-05-2017 08:51,09-05-2017 08:59,509,Christopher St & Greenwich St,W 27 St & 7 Ave,Subscriber,Female,1993
6376222,23-06-2017 17:25,23-06-2017 17:31,345,Meserole Ave & Manhattan Ave,Berry St & N 8 St,Subscriber,Male,1982
3694433,03-05-2017 09:39,03-05-2017 10:05,1539,Monroe St & Classon Ave,Grand St & Elizabeth St,Subscriber,Male,1987
3163527,22-04-2017 10:53,22-04-2017 10:59,341,Eckford St & Engert Ave,N 8 St & Driggs Ave,Subscriber,Male,1959
5368899,05-06-2017 21:37,05-06-2017 21:44,422,University Pl & E 8 St,E 11 St & 1 Ave,Subscriber,Female,1988
272434,13-01-2017 17:13,13-01-2017 17:21,476,Pershing Square North,E 58 St & 3 Ave,Subscriber,Male,1988
3575288,01-05-2017 10:20,01-05-2017 10:53,2017,Broadway & W 51 St,W 13 St & 5 Ave,Customer,,
2320669,03-04-2017 09:32,03-04-2017 09:36,260,W 13 St & Hudson St,W 20 St & 7 Ave,Subscriber,Male,1975
4370534,17-05-2017 13:14,17-05-2017 13:21,445,Cadman Plaza E & Tillary St,Hicks St & Montague St,Subscriber,Male,1973
2647378,11-04-2017 16:34,11-04-2017 16:51,1022,9 Ave & W 45 St,W 53 St & 10 Ave,Subscriber,Male,1975
1964284,21-03-2017 19:53,21-03-2017 20:00,454,MacDougal St & Prince St,W 21 St & 6 Ave,Subscriber,Male,1963
120263,06-01-2017 18:13,06-01-2017 18:23,610,W 38 St & 8 Ave,W 20 St & 11 Ave,Subscriber,Male,1979
485112,22-01-2017 13:13,22-01-2017 13:18,269,Graham Ave & Grand St,Metropolitan Ave & Meeker Ave,Subscriber,Female,1981
5575264,09-06-2017 15:41,09-06-2017 15:47,371,E 16 St & 5 Ave,6 Ave & W 33 St,Subscriber,Male,1966
4774471,24-05-2017 19:22,24-05-2017 19:49,1646,W 27 St & 7 Ave,W 95 St & Broadway,Subscriber,Male,1965
4589251,21-05-2017 09:50,21-05-2017 10:17,1641,Barclay St & Church St,Barclay St & Church St,Subscriber,Female,1978
6536890,26-06-2017 17:31,26-06-2017 17:57,1551,W 41 St & 8 Ave,21 St & Queens Plaza North,Subscriber,Male,1994
3694987,03-05-2017 09:49,03-05-2017 09:55,342,W 25 St & 6 Ave,W 13 St & 6 Ave,Subscriber,Male,1990
6297900,22-06-2017 13:54,22-06-2017 14:13,1176,York St & Jay St,Barclay St & Church St,Subscriber,Male,1971
6276441,22-06-2017 07:55,22-06-2017 08:32,2245,West End Ave & W 107 St,University Pl & E 14 St,Subscriber,Male,1990
4228605,15-05-2017 07:24,15-05-2017 07:42,1060,W 42 St & 8 Ave,E 72 St & York Ave,Subscriber,Male,1960
6054536,18-06-2017 09:25,18-06-2017 09:27,151,Rivington St & Chrystie St,Mott St & Prince St,Subscriber,Male,1981
4064209,10-05-2017 21:33,10-05-2017 21:39,337,W 41 St & 8 Ave,W 37 St & 5 Ave,Subscriber,Female,1970
2880543,16-04-2017 11:35,16-04-2017 12:03,1703,Graham Ave & Herbert St,E 25 St & 1 Ave,Subscriber,Male,1993
1500135,28-02-2017 15:53,28-02-2017 16:02,543,8 Ave & W 31 St,Broadway & W 55 St,Subscriber,Male,1992
2006709,23-03-2017 12:45,23-03-2017 13:08,1344,31 St & Thomson Ave,1 Ave & E 78 St,Subscriber,Male,1984
629185,28-01-2017 07:37,28-01-2017 07:39,97,2 Ave & E 31 St,E 31 St & 3 Ave,Subscriber,Female,1982
192292,11-01-2017 14:58,11-01-2017 15:04,371,W 34 St & 11 Ave,W 33 St & 7 Ave,Subscriber,Male,1967
898044,06-02-2017 22:20,06-02-2017 22:25,312,Cooper Square & E 7 St,E 19 St & 3 Ave,Subscriber,Female,1989
4264483,15-05-2017 18:14,15-05-2017 18:26,761,Tompkins Ave & Hopkins St,Nassau Ave & Newell St,Subscriber,Male,1981
5899528,15-06-2017 07:43,15-06-2017 07:52,564,11 Ave & W 27 St,8 Ave & W 16 St,Subscriber,Male,1950
6754379,29-06-2017 21:50,29-06-2017 21:56,395,5 Ave & E 78 St,E 78 St & 2 Ave,Subscriber,Male,1973
3854712,06-05-2017 17:48,06-05-2017 18:26,2321,Greenwich Ave & 8 Ave,W 13 St & Hudson St,Subscriber,Male,1985
3111054,20-04-2017 20:11,20-04-2017 20:14,225,Kent Ave & N 7 St,Meserole Ave & Manhattan Ave,Subscriber,Male,1991
